Year,SERIES,តំបន់យោង,ការរួមភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,Value
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,83.7
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,84.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,82.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,84.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,87.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,91.2
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,91.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,72.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,84.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,76.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,82.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,81.9
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,75.8
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,72.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,74.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,76.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,83.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ប្រុស,,ភាគរយ,78.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,74.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,84.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,79.1
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,81.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,82.8
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,80.0
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,77.1
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,79.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,81.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,86.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,,,ភាគរយ,84.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,37.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,38.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,50.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,52.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,63.9
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,61.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,64.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,71.9
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,78.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,86.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ស្រី,,ភាគរយ,94.0
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,47.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,55.8
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,64.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,67.1
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,71.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,63.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,65.3
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,68.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,79.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,79.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,ប្រុស,,ភាគរយ,85.7
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,42.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,46.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,57.6
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,59.9
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,67.6
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,62.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,64.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,70.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,79.2
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,83.1
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,រតនគិរី,,,ភាគរយ,89.7
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,84.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,93.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,95.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,92.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,99.4
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,88.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,86.5
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,87.6
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,86.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,89.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ស្រី,,ភាគរយ,95.0
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,79.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,84.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,87.7
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,85.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,86.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,75.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,73.3
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,74.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,75.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,77.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,ប្រុស,,ភាគរយ,81.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,81.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,88.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,91.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,88.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,92.6
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,81.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,79.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,80.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,81.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,83.6
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,សៀមរាប,,,ភាគរយ,87.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,72.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,77.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,62.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,63.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,63.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,69.7
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,67.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,78.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,76.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,80.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,88.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,58.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,70.3
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,60.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,57.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,56.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,65.5
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,60.3
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,65.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,62.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,72.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,80.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,65.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,73.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,61.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,60.1
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,59.6
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,67.5
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,64.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,71.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,69.5
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,76.6
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្ទឹងត្រែង,,,ភាគរយ,84.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,96.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,95.3
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,96.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,96.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,99.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,94.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,95.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,91.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,95.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,96.3
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ស្រី,,ភាគរយ,100.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,98.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,93.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,104.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,109.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,101.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,99.8
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,94.5
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,90.2
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,89.3
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,92.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,ប្រុស,,ភាគរយ,95.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,97.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,94.4
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,100.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,102.7
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,100.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,97.1
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,94.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,91.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,92.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,94.5
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ស្វាយរៀង,,,ភាគរយ,98.0
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,94.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,89.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,101.1
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,98.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,99.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,97.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,91.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,86.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,83.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,85.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ស្រី,,ភាគរយ,84.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,96.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,95.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,105.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,110.9
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,101.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,96.9
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,90.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,86.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,81.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,81.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,ប្រុស,,ភាគរយ,76.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,,,ភាគរយ,95.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,,,ភាគរយ,92.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,,,ភាគរយ,103.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,,,ភាគរយ,104.7
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,,,ភាគរយ,100.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,តាកែវ,,,ភាគរយ,97.2
